,name,rating,reviews,avg_salary,industry,locations,highly_rated_for,critically_rated_for
7991,Tarasafe International Private Limited,4.6,137,203,Kolkata +2 other locations,,"Company Culture, Job Security, Work Life Balance",
7992,Herman Miller,4.3,137,828,Furniture & Furnishing,Bengaluru +6 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
7993,Pyro Group,3.5,137,300,Telecom,Hyderabad +27 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
7994,HealthSpring,2.7,137,430,Fitness & Wellness,Mumbai +22 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
7995,Serdia Pharmaceuticals,3.7,137,384,Pharma,Mumbai +24 other locations,"Company Culture, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
7996,Naaraayani Sons,3.0,137,418,Metals & Mining,Kolkata +20 other locations,,"Company Culture, Promotions / Appraisal, Work Satisfaction"
7997,rProcess Outsourcing Services,3.4,137,469,Analytics & KPO,Mysuru +2 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
7998,Valdel Engineers & Constructors,2.8,137,645,Oil & Gas,Bengaluru +8 other locations,,"Salary & Benefits, Promotions / Appraisal, Job Security"
7999,SAVE Solutions,3.9,137,578,Financial Services,New Delhi +40 other locations,"Work Life Balance, Work Satisfaction, Job Security",
8000,The Wadhwa Group,3.4,137,692,Real Estate,Mumbai +5 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
8001,Ntrust Infotech,3.4,137,837,IT Services & Consulting,Chennai +3 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8002,Tarasafe International Private Limited,4.6,137,203,Kolkata +2 other locations,,"Company Culture, Job Security, Work Life Balance",
8003,Herman Miller,4.3,137,828,Furniture & Furnishing,Bengaluru +6 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
8004,REC Power Development and Consultancy,4.1,137,454,New Delhi +36 other locations,,"Work Life Balance, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Job Security"
8005,Surya Hospital,3.7,137,607,Healthcare,Mumbai +22 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
8006,Ultimate Flexipack,3.6,137,588,Petrochemicals,Haridwar +8 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Salary & Benefits"
8007,Enviro Infra Engineers,4.1,137,500,Waste Management,New Delhi +31 other locations,"Salary & Benefits, Work Life Balance, Work Satisfaction",
8008,Mankind Specialities,3.8,137,455,Pharma,Mumbai +47 other locations,Salary & Benefits,"Work Life Balance, Work Satisfaction, Job Security"
8009,Complere Infosystem,4.3,137,151,Software Product,Ambala +5 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
8010,LC Infra Projects,3.9,137,408,Engineering & Construction,Ahmedabad +30 other locations,Salary & Benefits,Promotions / Appraisal
8011,Ashida Electronics,3.8,137,546,Electronics Manufacturing,Mumbai +16 other locations,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
8012,Genus Innovation,3.6,137,603,Power,Jaipur +20 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
8013,Birla Fertility & IVF,3.9,137,341,Healthcare,New Delhi +25 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
8014,MediaTek India Technology,3.8,137,1.2k,Semiconductors,Noida +7 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
8015,Symbiosis International University,3.7,137,695,Education & Training,Pune +9 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
8016,Luker Electric Technologies,3.8,137,566,Financial Services,Coimbatore +36 other locations,"Salary & Benefits, Work Life Balance",
8017,DigitalTrack Solutions,3.8,137,859,IT Services & Consulting,Chennai +13 other locations,Skill Development / Learning,Promotions / Appraisal
8018,Perto,3.6,137,622,Electrical Equipment,Jaipur +17 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
8019,PhableCare,2.6,135,823,Internet,Bengaluru +7 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8020,Solitaire World,3.9,136,297,Real Estate,Pune +3 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
8021,XSEED Education,3.0,136,510,EdTech,Bengaluru +21 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
8022,Eptisa,3.5,136,421,Engineering & Construction,Kolkata +26 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8023,Indus Cosmeceuticals,4.3,136,189,Beauty & Personal Care,Faridabad +5 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
8024,Calling 24o7 Bpo Services,3.9,136,359,BPO,Pune +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
8025,Hitachi Automotive Systems,4.2,136,676,Auto Components,Chennai +12 other locations,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
8026,Lloyd Electric & Engineering,3.6,136,466,Industrial Machinery,New Delhi +39 other locations,Work Life Balance,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8027,HexaView Technologies,3.0,136,919,IT Services & Consulting,Noida +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
8028,FinAdvantage,3.9,136,351,Accounting & Auditing,Bengaluru +3 other locations,"Work Life Balance, Job Security, Company Culture",
8029,Cognifyz Technologies,4.0,136,102,Hyderabad +30 other locations,,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Salary & Benefits
8030,Infotech,4.4,136,1.1k,IT Services & Consulting,Hyderabad +34 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
8031,Facilities And Building Solutions,3.6,136,547,Engineering & Construction,Bengaluru +16 other locations,,"Promotions / Appraisal, Job Security, Work Life Balance"
8032,Country Holidays Travel India,3.2,136,54,Travel & Tourism,Noida +6 other locations,,"Salary & Benefits, Promotions / Appraisal, Job Security"
8033,K.R.Pulp & Papers,3.3,136,446,Pulp & Paper,Shahjahanpur +6 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
8034,Apraava Energy,4.4,136,523,Power,Mumbai +23 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
8035,Frugal Testing,4.6,136,146,IT Services & Consulting,Hyderabad +1 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",
8036,mPHATEK Systems,3.4,136,1k,IT Services & Consulting,Pune +3 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
8037,Fipola Retail,3.7,136,306,Food Processing,Chennai +6 other locations,,"Salary & Benefits, Job Security"
8038,AI Engineering Services,3.5,136,456,New Delhi +11 other locations,,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8039,Norwegian Cruise Line,4.2,136,185,Travel & Tourism,Mumbai +10 other locations,"Salary & Benefits, Work Life Balance, Work Satisfaction",Promotions / Appraisal
8040,Manpasand Beverages,3.7,136,295,Beverage,Vadodara +31 other locations,,Job Security
8041,Daimler,4.0,135,877,Automobile,Chennai +12 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
8042,MeritTrac,3.7,136,527,EdTech,Bengaluru +13 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Job Security"
8043,UTI Technology Services,3.2,137,554,IT Services & Consulting,Hyderabad +20 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
8044,Annet Technologies,3.7,136,656,Software Product,Mumbai +6 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
8045,QUTONE CERAMIC,3.7,136,400,Building Material,Ahmedabad +28 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
8046,Bhate & Raje Construction Co.,4.1,136,428,Engineering & Construction,Pune +7 other locations,"Job Security, Skill Development / Learning, Company Culture",
8047,Winman Software,4.2,136,415,Software Product,Mangaluru,"Job Security, Company Culture, Work Life Balance",
8048,3 Gen Consulting,3.1,136,484,Healthcare,Pune +4 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8049,Novopay Solutions,2.9,136,740,Software Product,Bengaluru +21 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
8050,Magna Steyr,4.2,136,906,Automobile,Pune +2 other locations,"Work Life Balance, Job Security, Company Culture",
8051,Cherise India,3.8,136,300,Beverage,Pune +5 other locations,"Work Satisfaction, Skill Development / Learning",
8052,Deduce Technologies,3.2,136,990,Bengaluru +8 other locations,,,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction"
8053,42Gears Mobility Systems,3.9,136,729,Software Product,Bengaluru +4 other locations,"Job Security, Skill Development / Learning, Work Life Balance",
8054,IMS Learning Resources,3.7,136,718,Education & Training,Mumbai +27 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
8055,Sakal Media Group,3.4,136,710,Media & Entertainment,Pune +18 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
8056,Colan Infotech,3.3,136,1.3k,IT Services & Consulting,Chennai +7 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
8057,Vista Furnishing Limited,4.1,136,371,Furniture & Furnishing,Ghaziabad +9 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
8058,HM Constructions,4.5,136,200,Real Estate,Bengaluru +7 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
8059,Marwadi Shares & Finance,4.3,136,656,Financial Services,Rajkot +26 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
8060,Mahindra Aerospace,3.7,136,666,Defence & Aerospace,Bengaluru +9 other locations,Skill Development / Learning,"Promotions / Appraisal, Company Culture"
8061,Bharuch Enviro Infrastructure,4.0,136,621,Real Estate,Ankleshwar +12 other locations,"Job Security, Company Culture, Work Life Balance",
8062,Titan Biotech,3.3,136,685,Biotechnology,New Delhi +6 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
8063,Yanfeng Automotive Interiors,3.9,136,655,Auto Components,Pune +6 other locations,"Company Culture, Skill Development / Learning",Promotions / Appraisal
8064,Robt Stone (ME) LLC,2.8,136,324,Oil & Gas,Abu Dhabi +7 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
8065,Sungwoo Hitech,4.0,136,660,Auto Components,Chennai +9 other locations,,"Salary & Benefits, Company Culture, Promotions / Appraisal"
8066,Shankar Electricals,3.6,136,480,Electrical Equipment,Bengaluru +8 other locations,,"Promotions / Appraisal, Work Satisfaction"
8067,Manav Rachna International School,3.7,136,459,Education & Training,Faridabad +5 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8068,Aligned Automation,3.7,137,1.1k,IT Services & Consulting,Pune +4 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security, Work Satisfaction"
8069,Futuresoft Solutions,3.0,136,809,IT Services & Consulting,New Delhi +20 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8070,APEEJAY EDUCATION SOCIETY,3.1,136,541,Education & Training,New Delhi +15 other locations,,"Job Security, Company Culture, Work Satisfaction"
8071,Stanvac Chemicals,3.1,136,397,Chemicals,Gurugram +29 other locations,Salary & Benefits,"Company Culture, Work Life Balance, Work Satisfaction"
8072,Shipsy,4.2,136,669,Software Product,Gurugram +5 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
8073,Fabtech Technologies International,3.5,136,617,Engineering & Construction,Mumbai +7 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
8074,Milacron,3.8,140,928,Ahmedabad +6 other locations,,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning"
8075,ESIC Medical College and Hospital,4.0,136,652,Education & Training,New Delhi +20 other locations,"Work Life Balance, Work Satisfaction","Promotions / Appraisal, Job Security"
8076,Strata Geosystems,3.8,136,597,Engineering & Construction,Mumbai +23 other locations,,"Skill Development / Learning, Work Satisfaction"
8077,Deoleo,4.1,136,442,Food Processing,Mumbai +34 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
8078,Capline Services,3.1,137,696,Healthcare,Noida +4 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
8079,Prabha Automotive Engineers,3.8,136,631,Hosur +11 other locations,,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
8080,KWALITY DAIRY (INDIA),3.9,135,324,FMCG,New Delhi +16 other locations,Salary & Benefits,"Promotions / Appraisal, Skill Development / Learning"
8081,DigiVersal Consultants,2.4,135,362,Internet,Noida +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
8082,Dr.SNS Rajalakshmi College Of Arts and Science,4.9,135,18,Education & Training,Coimbatore +1 other locations,"Company Culture, Work Satisfaction, Job Security",
8083,ParamInfo,3.3,135,290,IT Services & Consulting,Hyderabad +4 other locations,,"Company Culture, Work Satisfaction, Job Security"
8084,S S Enterprises,3.8,135,931,Industrial Machinery,Mumbai +46 other locations,Skill Development / Learning,Promotions / Appraisal
8085,RKC Infrabiult Private Limited,3.6,139,540,Engineering & Construction,Ahmedabad +15 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
8086,Freight Tiger,3.5,136,504,Logistics,Mumbai +24 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
8087,Jio Payments Bank,3.8,135,715,FinTech,Mumbai +30 other locations,"Salary & Benefits, Work Life Balance",Promotions / Appraisal
8088,Solar Defence And Aerospace,3.8,135,565,Defence & Aerospace,Nagpur +5 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
8089,Qbss,3.8,135,605,IT Services & Consulting,Coimbatore +4 other locations,,"Promotions / Appraisal, Salary & Benefits"
8090,Bansal Classes,3.3,135,471,Education & Training,Pune +47 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8091,SkillCircle,4.1,135,218,EdTech,New Delhi +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
8092,Mytrah Energy,4.2,135,472,Power,Hyderabad +13 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
8093,FabAlley,3.9,135,240,Retail,Noida +14 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
8094,Planet PCI Infotech,3.6,135,620,Recruitment,Gurugram +36 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8095,Smile Foundation,4.1,135,496,Non-Profit,New Delhi +29 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Job Security
8096,Detox Group,4.0,135,569,Chemicals,Ankleshwar +16 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
8097,Gemini Consulting & Services,3.8,135,1.1k,IT Services & Consulting,Hyderabad +10 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning"
8098,Forbes Facility Services,4.2,136,495,Facility Management Services,Mumbai +17 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
8099,Zenith Leisure Holidays,3.4,135,501,Travel & Tourism,New Delhi +17 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8100,Husk Power Systems,3.2,135,494,Power,Patna +22 other locations,,"Job Security, Work Satisfaction, Promotions / Appraisal"
8101,SAG Infotech,3.4,135,428,IT Services & Consulting,Jaipur +5 other locations,,"Work Satisfaction, Promotions / Appraisal, Company Culture"
8102,Vigour Mobile,3.7,135,479,Consumer Electronics & Appliances,Gurugram +26 other locations,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
8103,Mapro Foods,3.5,135,377,FMCG,Pune +35 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
8104,Zaggle Prepaid Ocean Services,3.2,135,876,FinTech,Hyderabad +6 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
8105,Euronet Global Development Center,3.9,136,953,FinTech,Mumbai +11 other locations,Job Security,Promotions / Appraisal
8106,Saifee Hospital,3.2,135,496,Healthcare,Mumbai +7 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
8107,Difacto Robotics and Automation,3.7,135,678,Industrial Automation,Bengaluru +5 other locations,"Job Security, Skill Development / Learning","Work Life Balance, Company Culture, Work Satisfaction"
8108,YCH Logistics,3.8,135,506,Logistics,Chennai +20 other locations,,"Promotions / Appraisal, Salary & Benefits"
8109,Dana TM4,4.0,138,546,Power,Pune +5 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
8110,Harley-Davidson,3.8,135,484,Automobile,Gurugram +30 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
8111,Besmak Components,3.9,135,634,Auto Components,Chennai +8 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Company Culture, Salary & Benefits"
8112,Digicommerce Solutions LLP,4.7,135,177,Internet,Noida +5 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
8113,Cachet Pharmaceuticals,3.9,135,415,Pharma,Mumbai +27 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
8114,Eisneramper LLP,2.8,135,994,Accounting & Auditing,Mumbai +11 other locations,,"Company Culture, Promotions / Appraisal, Work Life Balance"
8115,Web Synergies,2.9,135,726,IT Services & Consulting,Hyderabad +9 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
8116,Nova IVF Fertility,3.7,135,474,Healthcare,Kolkata +39 other locations,,Promotions / Appraisal
8117,HPI Limited,3.7,135,1.2k,Internet,Bengaluru +12 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Job Security"
8118,Quatrro Mortgage Solutions,3.1,135,439,Financial Services,Mumbai +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
8119,VaaaN Infra,3.4,135,455,Urban Transport,New Delhi +22 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8120,ClinicAnywhere,3.2,135,553,Bengaluru +9 other locations,,,"Job Security, Promotions / Appraisal, Company Culture"
8121,Trn Energy,3.4,135,431,Power,Raigarh +9 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8122,DMI DRAEXLMAIER MANUFACTURING,3.7,135,475,Industrial Machinery,Pune +4 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
8123,CG Corp Global,3.1,135,359,FMCG,Gurugram +23 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
8124,HashCash Consultants,3.4,127,205,Software Product,Kolkata +5 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
8125,V S International,3.8,135,511,Pharma,Daman & Diu +12 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
8126,Solulab inc,3.0,135,282,IT Services & Consulting,Ahmedabad +3 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
8127,Yasho Industries Limited,3.6,135,590,Chemicals,Vapi +7 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
8128,POSCO,4.0,135,634,Metals & Mining,Pune +20 other locations,"Work Life Balance, Job Security, Company Culture",
8129,Tafe Access,3.8,135,499,Automobile,Chennai +14 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal
8130,Omega Elevators,3.7,135,454,Industrial Machinery,Ahmedabad +27 other locations,,"Promotions / Appraisal, Job Security"
8131,Transformers & Rectifiers (India),4.2,135,805,Electrical Equipment,Ahmedabad +5 other locations,"Job Security, Work Life Balance, Company Culture",
8132,Paramount,3.3,135,798,IT Services & Consulting,Vadodara +31 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
8133,Pravin Electricals,4.1,135,582,Electrical Equipment,Mumbai +15 other locations,"Work Satisfaction, Skill Development / Learning, Job Security",
8134,Farida Group,4.0,135,422,Leather,Chennai +8 other locations,Skill Development / Learning,Promotions / Appraisal
8135,Unique Measurement Service,4.5,135,228,Auto Components,Chennai +9 other locations,"Skill Development / Learning, Work Satisfaction, Job Security",
8136,Khandelwal Laboratories,4.1,135,416,Pharma,Mumbai +19 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
8137,DNV,4.0,135,690,Management Consulting,Pune +16 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
8138,Raheja Universal,4.0,135,609,Real Estate,Mumbai +5 other locations,"Work Life Balance, Job Security, Company Culture",
8139,Daicel Chiral Technologies,4.2,135,633,Pharma,Hyderabad +2 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
8140,HashCash Consultants,3.4,127,205,Software Product,Kolkata +5 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
8141,PrimeXBT,4.7,134,7,FinTech,London +3 other locations,"Job Security, Salary & Benefits, Company Culture",
8142,Oman National Engineering & Investment Company,4.0,134,393,Engineering & Construction,Muscat +8 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
8143,Jolly Containers,3.7,134,557,Petrochemicals,Daman & Diu +14 other locations,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
8144,Vkc Nuts,3.5,134,522,Food Processing,Noida +11 other locations,,"Company Culture, Promotions / Appraisal, Job Security"
8145,CSL Finance,3.6,133,440,Financial Services,New Delhi +28 other locations,,"Work Satisfaction, Promotions / Appraisal, Company Culture"
8146,Testhouse,4.2,134,763,IT Services & Consulting,Thiruvananthapuram +5 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
8147,Bluecraft Agro,3.5,134,646,Food Processing,Yamunanagar +10 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
8148,Smiths Detection,3.7,135,748,Defence & Aerospace,Bengaluru +11 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
8149,New Swan Multitech,4.0,134,503,Industrial Machinery,Ludhiana +5 other locations,"Work Life Balance, Company Culture, Promotions / Appraisal",
8150,Tata Trusts,4.3,134,719,Non-Profit,Mumbai +34 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
8151,Stemmons Business Services,4.1,134,631,BPO,Vadodara +1 other locations,"Company Culture, Work Life Balance, Job Security",
8152,Esme Consumer,4.0,140,381,Beauty & Personal Care,Gurugram +32 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
8153,DWD Pharmaceuticals,3.3,134,466,Pharma,Vadodara +31 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
8154,Comnet Solutions,3.5,134,723,Telecom,Mumbai +23 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
8155,Sandvik Coromant,4.1,134,634,Industrial Machinery,Pune +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
8156,Tcg Digital Solutions,3.3,134,931,IT Services & Consulting,Kolkata +5 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8157,Quality Evaluation And Systems Team,4.1,134,490,Engineering & Construction,Bengaluru +27 other locations,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
8158,H-one India,3.9,134,541,Auto Components,Noida +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
8159,Modern Foods,3.7,134,568,Food Processing,Chennai +21 other locations,,Promotions / Appraisal
8160,NCR Atleos,3.8,160,896,Mumbai +16 other locations,,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning"
8161,TD Power Systems,3.8,139,696,Electrical Equipment,Bengaluru +7 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
8162,Chalo,3.6,134,555,Internet,Mumbai +25 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
8163,Benteler Automotive,4.0,134,487,Automobile,Pune +3 other locations,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
8164,Appcino Technologies,3.4,134,447,IT Services & Consulting,Jaipur +12 other locations,,Promotions / Appraisal
8165,91Squarefeet,3.3,134,350,Internet,Gurgaon / Gurugram +4 other locations,,"Job Security, Work Life Balance, Work Satisfaction"
8166,SPARX IT Solutions,3.7,134,628,IT Services & Consulting,Noida +8 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
8167,RAMADA PLAZA,4.1,134,463,Hospitality,Chennai +20 other locations,Work Life Balance,
8168,Servify,3.7,134,985,Consumer Electronics & Appliances,Mumbai +15 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
8169,Malpani Group,4.1,134,550,Power,Pune +18 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
8170,Dinesh Engineers,3.9,134,470,Telecom,Mumbai +24 other locations,"Company Culture, Job Security, Work Life Balance",
8171,Dexian India Technologies,3.7,134,596,IT Services & Consulting,Chennai +7 other locations,,"Job Security, Promotions / Appraisal"
8172,Propelld,3.6,134,582,Internet,Bengaluru +24 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
8173,EDUGORILLA COMMUNITY,3.3,134,390,Education & Training,Lucknow +5 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
8174,AAI Cargo Logistics and Allied Services Company,2.8,134,355,Chennai +25 other locations,,,"Promotions / Appraisal, Company Culture, Job Security"
8175,Yahoo,4.4,135,787,Internet,Bengaluru +8 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Job Security
8176,Jindal Stainless Steelway,4.0,134,654,Iron & Steel,Gurugram +19 other locations,"Job Security, Company Culture",Promotions / Appraisal
8177,Dunkin' Donuts,3.6,134,199,Hospitality,New Delhi +24 other locations,Salary & Benefits,"Work Life Balance, Work Satisfaction, Job Security"
8178,Digital Nirvana Information Systems,3.4,134,624,Software Product,Hyderabad +4 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
8179,Flemingo Duty Free Shop,4.1,134,519,Retail,Mumbai +13 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
8180,Modern Foods,3.7,134,568,Food Processing,Chennai +21 other locations,,Promotions / Appraisal
8181,TD Power Systems,3.8,139,696,Electrical Equipment,Bengaluru +7 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
8182,NCR Atleos,3.8,160,896,Mumbai +16 other locations,,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning"
8183,Tcg Digital Solutions,3.3,134,931,IT Services & Consulting,Kolkata +5 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
8184,H-one India,3.9,134,541,Auto Components,Noida +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
8185,Chalo,3.6,134,555,Internet,Mumbai +25 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
8186,Quality Evaluation And Systems Team,4.1,134,490,Engineering & Construction,Bengaluru +27 other locations,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
8187,Sberbank Branch in India,3.1,134,430,Banking,New Delhi +4 other locations,,"Company Culture, Promotions / Appraisal, Skill Development / Learning"
8188,Viztar International,3.3,134,549,Education & Training,Mumbai +18 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
8189,Remsons Industries,3.8,134,687,Auto Components,Gurugram +9 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",
8190,Jss Pro Services,3.9,134,603,Financial Services,Hyderabad +5 other locations,Work Life Balance,Promotions / Appraisal
8191,Weavetex Overseas,3.6,134,531,Fashion & Textile,New Delhi +11 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
8192,DAEWOO E&C,4.2,133,162,Engineering & Construction,Patna +16 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
8193,Allzone Management Solutions,4.2,133,390,Analytics & KPO,Chennai +5 other locations,"Job Security, Work Satisfaction, Skill Development / Learning",
8194,Sofcon India Pvt Ltd,3.6,138,517,Education & Training,Pune +20 other locations,,"Company Culture, Promotions / Appraisal, Salary & Benefits"
